#,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,ACs
522,Uluberia,26,GEN,West Bengal,Sultan Ahmed,All India Trinamool Congress,"12,51,590","10,09,905",80.7 %,"98,936",9.8%,AC View
523,Unnao,33,GEN,Uttar Pradesh [2000 Onwards],Annutandon,Indian National Congress,"18,18,980","9,04,542",49.7 %,"3,02,092",33.4%,AC View
524,Uttara Kannada,12,GEN,Karnataka,Anantkumar Hegde,Bharatiya Janta Party,"12,86,556","7,60,547",59.1 %,"22,769",3.0%,AC View
525,Vadakara,3,GEN,Kerala,Mullappally Ramachandran,Indian National Congress,"10,71,171","8,66,349",80.9 %,"56,186",6.5%,AC View
526,Vadodara,20,GEN,Gujarat,Balkrishna Khanderao Shukla (Balu Shukla),Bharatiya Janta Party,"15,24,060","7,47,196",49.0 %,"1,36,028",18.2%,AC View
527,Vaishali,16,GEN,Bihar [2000 Onwards],Raghuvansh Prasad Singh,Rashtriya Janata Dal,"12,78,891","6,24,863",48.9 %,"22,308",3.6%,AC View
528,Valmiki Nagar,1,GEN,Bihar [2000 Onwards],Baidyanath Prasad Mahto,Janata Dal (United),"12,75,653","5,98,456",46.9 %,"1,83,675",30.7%,AC View
529,Valsad,26,ST,Gujarat,Kishanbhai Vestabhai Patel,Indian National Congress,"13,80,245","7,74,452",56.1 %,"7,169",0.9%,AC View
530,Varanasi,77,GEN,Uttar Pradesh [2000 Onwards],Dr. Murli Manohar Joshi,Bharatiya Janta Party,"15,61,854","6,65,719",42.6 %,"17,211",2.6%,AC View
531,Vellore,8,GEN,Tamil Nadu,Abdul Rahman,Dravida Munetra Kazhagam,"10,10,067","7,23,658",71.6 %,"1,07,393",14.8%,AC View
532,Vidisha,18,GEN,Madhya Pradesh [2000 Onwards],Sushma Swaraj,Bharatiya Janta Party,"12,33,394","5,56,170",45.1 %,"3,89,844",70.1%,AC View
533,Vijayawada,29,GEN,Andhra Pradesh,Lagadapati Raja Gopal,Indian National Congress,"14,02,315","10,92,063",77.9 %,"12,712",1.2%,AC View
534,Viluppuram,13,SC,Tamil Nadu,Anandan M,All India Anna Dravida Munnetra Kazhagam,"10,68,171","7,96,914",74.6 %,"2,797",0.4%,AC View
535,Virudhunagar,34,GEN,Tamil Nadu,Manicka Tagore,Indian National Congress,"9,92,051","7,68,609",77.5 %,"15,764",2.1%,AC View
536,Visakhapatnam,21,GEN,Andhra Pradesh,Daggubati Purandeswari,Indian National Congress,"13,87,482","10,13,929",73.1 %,"66,686",6.6%,AC View
537,Vizianagaram,20,GEN,Andhra Pradesh,Jhansi Lakshmi Botcha,Indian National Congress,"13,23,238","10,24,364",77.4 %,"60,571",5.9%,AC View
538,Warangal,15,SC,Andhra Pradesh,Rajaiah Siricilla,Indian National Congress,"14,86,617","10,31,522",69.4 %,"1,24,661",12.1%,AC View
539,Wardha,8,GEN,Maharashtra,Datta Meghe,Indian National Congress,"14,08,781","7,69,846",54.7 %,"95,918",12.5%,AC View
540,Wayanad,4,GEN,Kerala,M.I. Shanavas,Indian National Congress,"11,02,097","8,25,047",74.9 %,"1,53,439",18.6%,AC View
541,West Delhi,6,GEN,Delhi [1977 Onwards],Mahabal Mishra,Indian National Congress,"16,87,727","8,84,241",52.4 %,"1,29,010",14.6%,AC View
542,Yavatmal-Washim,14,GEN,Maharashtra,Bhavana Gawali (Patil),Shiv Sena,"15,54,042","8,40,574",54.1 %,"56,951",6.8%,AC View
543,Zahirabad,5,GEN,Andhra Pradesh,Suresh Kumar Shetkar,Indian National Congress,"13,59,566","10,21,137",75.1 %,"17,407",1.7%,AC View
