#,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,ACs
517,Tirupathi,20,SC,Andhra Pradesh,Chinta Mohan,Indian National Congress,"12,15,573","8,48,995",69.8 %,"1,99,328",23.5%,AC View
518,Tiruppattur,8,GEN,Tamil Nadu,"Venugopal, D.",Dravida Munetra Kazhagam,"12,13,662","7,74,387",63.8 %,"1,80,902",23.4%,AC View
519,Tonk,13,GEN,Rajasthan,Kailash Meghwal,Bharatiya Janta Party,"12,78,411","5,93,288",46.4 %,"58,512",9.9%,AC View
520,Trichur,9,SC,Kerala,C. K. Chandrappan,Communist Party Of India,"9,90,733","6,86,108",69.3 %,"45,961",6.7%,AC View
521,Tripura East,2,ST,Tripura,Baju Ban Riyan,Communist Party Of India (MARXIST),"9,36,626","6,19,546",66.2 %,"3,10,736",50.2%,AC View
522,Tripura West,1,GEN,Tripura,Khagen Das,Communist Party Of India (MARXIST),"10,41,596","6,99,397",67.2 %,"3,84,636",55.0%,AC View
523,Trivandrum,20,GEN,Kerala,P. K. Vasudevan Nair,Communist Party Of India,"11,12,571","7,61,488",68.4 %,"54,603",7.2%,AC View
524,Tumkur,8,GEN,Karnataka,S. Mallikarjunaiah,Bharatiya Janta Party,"12,21,507","8,62,673",70.6 %,"2,351",0.3%,AC View
525,Tura,2,ST,Meghalaya,Purano Agitok Sangma,All India Trinamool Congress,"5,04,312","3,11,502",61.8 %,"72,763",23.4%,AC View
526,Udaipur,18,GEN,Rajasthan,Kiran Maheshwari,Bharatiya Janta Party,"13,63,337","7,58,166",55.6 %,"74,875",9.9%,AC View
527,Udhampur,5,GEN,Jammu & Kashmir,Ch. Lal Singh,Indian National Congress,"13,48,721","6,07,945",45.1 %,"47,175",7.8%,AC View
528,Udupi,18,SC,Karnataka,Manorama Madhwaraj,Bharatiya Janta Party,"11,38,398","7,78,545",68.4 %,"29,003",3.7%,AC View
529,Ujjain,27,ST,Madhya Pradesh [2000 Onwards],Dr. Satyanarayan Jatiya,Bharatiya Janta Party,"12,43,447","7,19,800",57.9 %,"70,403",9.8%,AC View
530,Uluberia,25,GEN,West Bengal,Hannan Mollah,Communist Party Of India (MARXIST),"11,29,673","8,49,086",75.2 %,"1,52,115",17.9%,AC View
531,Unnao,18,SC,Uttar Pradesh [2000 Onwards],Brajesh Pathak,Bahujan Samaj Party,"13,03,203","5,47,514",42.0 %,"17,761",3.2%,AC View
532,Vaishali,9,GEN,Bihar [2000 Onwards],Raghubansh Prasad Singh,Rashtriya Janata Dal,"11,97,345","7,48,681",62.5 %,"1,05,935",14.1%,AC View
533,Vandavasi,9,GEN,Tamil Nadu,"Ramachandran Gingee, N.",Marumalarchi Dravida Munnetra Kazhagam,"11,28,624","7,01,659",62.2 %,"1,51,433",21.6%,AC View
534,Varanasi,48,GEN,Uttar Pradesh [2000 Onwards],Dr. Rajesh Kumar Mishra,Indian National Congress,"14,87,696","6,33,729",42.6 %,"57,436",9.1%,AC View
535,Vellore,7,GEN,Tamil Nadu,"Kader Mohideen, K. M",Dravida Munetra Kazhagam,"12,20,454","7,45,806",61.1 %,"1,78,610",23.9%,AC View
536,Vidisha,20,GEN,Madhya Pradesh [2000 Onwards],Shivraj Singh Chauhan,Bharatiya Janta Party,"13,13,048","6,56,181",50.0 %,"2,60,726",39.7%,AC View
537,Vijayawada,13,GEN,Andhra Pradesh,Rajagopal Lagadapati,Indian National Congress,"14,64,657","9,43,766",64.4 %,"1,14,587",12.1%,AC View
538,Visakhapatnam,4,GEN,Andhra Pradesh,Janardhana Reddy Nedurumalli,Indian National Congress,"15,15,574","9,65,735",63.7 %,"1,30,571",13.5%,AC View
539,Vishnupur,36,GEN,West Bengal,Susmita Bauri,Communist Party Of India (MARXIST),"10,52,852","8,03,360",76.3 %,"3,31,829",41.3%,AC View
540,Warangal,39,GEN,Andhra Pradesh,Dharavath  Ravinder Naik,Telangana Rashtra Samithi,"12,15,167","9,21,516",75.8 %,"19,262",2.1%,AC View
541,Wardha,27,GEN,Maharashtra,Wagmare Suresh Ganapat,Bharatiya Janta Party,"11,44,924","6,25,840",54.7 %,"3,188",0.5%,AC View
542,Washim,20,ST,Maharashtra,Gawali (PATIL) KU.  BHAVANA PUNDLIKRAO,Shiv Sena,"11,51,886","7,19,643",62.5 %,"60,898",8.5%,AC View
543,Yavatmal,28,GEN,Maharashtra,Rathod Harising Nasaru,Bharatiya Janta Party,"11,33,605","6,63,001",58.5 %,"56,804",8.6%,AC View
