#,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,ACs
514,Tiruchengode,17,GEN,Tamil Nadu,"Kannappan, M.",Marumalarchi Dravida Munnetra Kazhagam,"15,27,064","8,46,112",55.4 %,"4,556",0.5%,AC View
515,Tiruchirappalli,27,SC,Tamil Nadu,Arangarajan Kumaramangalam,Bharatiya Janta Party,"12,45,971","7,02,752",56.4 %,"89,197",12.7%,AC View
516,Tirunelveli,36,GEN,Tamil Nadu,"Pandian, P.H.",All India Anna Dravida Munnetra Kazhagam,"11,21,877","6,10,963",54.5 %,"26,494",4.3%,AC View
517,Tirupathi,20,SC,Andhra Pradesh,Dr.N.Venkataswamy,Bharatiya Janta Party,"11,99,710","8,24,694",68.7 %,"12,497",1.5%,AC View
518,Tiruppattur,8,GEN,Tamil Nadu,"Venugopal, D.",Dravida Munetra Kazhagam,"11,44,891","7,46,109",65.2 %,"23,613",3.2%,AC View
519,Tonk,13,GEN,Rajasthan,Shyam Lal Bansiwal,Bharatiya Janta Party,"11,38,478","5,46,453",48.0 %,"48,358",8.8%,AC View
520,Trichur,9,SC,Kerala,A.C. Jose,Indian National Congress,"10,71,266","7,37,054",68.8 %,"11,632",1.6%,AC View
521,Tripura East,2,ST,Tripura,Baju Ban Riyan,Communist Party Of India (MARXIST),"8,54,764","5,64,376",66.0 %,"1,50,500",26.7%,AC View
522,Tripura West,1,GEN,Tripura,Samar Chowdhury,Communist Party Of India (MARXIST),"9,41,291","6,59,408",70.1 %,"1,98,399",30.1%,AC View
523,Trivandrum,20,GEN,Kerala,Advocate V.S. Sivakumar,Indian National Congress,"11,98,918","7,57,497",63.2 %,"14,485",1.9%,AC View
524,Tumkur,8,GEN,Karnataka,G.S.Basavaraj,Indian National Congress,"10,86,936","8,00,907",73.7 %,"63,937",8.0%,AC View
525,Tura,2,ST,Meghalaya,Purno Agitok Sangma,Nationalist Congress Party,"4,53,861","2,92,647",64.5 %,"1,13,579",38.8%,AC View
526,Udaipur,18,GEN,Rajasthan,Girija Vyas,Indian National Congress,"12,56,888","7,09,780",56.5 %,"54,091",7.6%,AC View
527,Udhampur,5,GEN,Jammu & Kashmir,Prof. Chaman Lal Gupta,Bharatiya Janta Party,"10,16,952","4,03,210",39.7 %,"1,18,307",29.3%,AC View
528,Udupi,18,SC,Karnataka,Vinay Kumar Sorake,Indian National Congress,"10,23,798","6,97,132",68.1 %,"31,587",4.5%,AC View
529,Ujjain,38,SC,Madhya Pradesh [1947 - 1999],Dr. Satyanarayan Jatiya,Bharatiya Janta Party,"11,07,836","6,73,742",60.8 %,"68,038",10.1%,AC View
530,Uluberia,25,GEN,West Bengal,Hannan Mollah,Communist Party Of India (MARXIST),"11,01,065","8,18,915",74.4 %,"67,577",8.3%,AC View
531,Unnao,22,GEN,Uttar Pradesh [1947 - 1999],Deepak Kumar,Samajwadi Party,"12,01,204","5,99,503",49.9 %,"37,775",6.3%,AC View
532,Vaishali,9,GEN,Bihar [1947 - 1999],Raghuvansh Prasad Singh,Rashtriya Janata Dal,"10,49,006","7,21,601",68.8 %,"45,392",6.3%,AC View
533,Vandavasi,9,GEN,Tamil Nadu,"Durai, M.",Pattali Makkal Katchi,"11,04,886","6,79,992",61.5 %,"59,197",8.7%,AC View
534,Varanasi,52,GEN,Uttar Pradesh [1947 - 1999],Shankar Prasad Jaiswal,Bharatiya Janta Party,"14,07,844","6,33,826",45.0 %,"52,859",8.3%,AC View
535,Vellore,7,GEN,Tamil Nadu,"Shanmugam, N.T.",Pattali Makkal Katchi,"11,52,421","7,02,639",61.0 %,"25,685",3.7%,AC View
536,Vidisha,31,GEN,Madhya Pradesh [1947 - 1999],Shivraj Singh Chauhan,Bharatiya Janta Party,"11,71,691","6,55,686",56.0 %,"82,397",12.6%,AC View
537,Vijayawada,13,GEN,Andhra Pradesh,Gadde Rama Mohan,Telugu Desam,"13,84,393","9,47,325",68.4 %,"87,066",9.2%,AC View
538,Visakhapatnam,4,GEN,Andhra Pradesh,M.V.V.S.Murthy,Telugu Desam,"14,20,606","9,14,936",64.4 %,"38,919",4.3%,AC View
539,Vishnupur,36,GEN,West Bengal,Sandhya Bauri,Communist Party Of India (MARXIST),"10,71,817","8,46,339",79.0 %,"1,81,570",21.5%,AC View
540,Warangal,39,GEN,Andhra Pradesh,Bodakunti Venkateshwarlu,Telugu Desam,"11,32,718","8,55,702",75.5 %,"13,366",1.6%,AC View
541,Wardha,27,GEN,Maharashtra,Prabha Rao,Indian National Congress,"10,79,969","6,82,935",63.2 %,"7,062",1.0%,AC View
542,Washim,20,ST,Maharashtra,Bhawana Pundlikrao Gawali,Shiv Sena,"10,04,211","6,78,010",67.5 %,"39,595",5.8%,AC View
543,Yavatmal,28,GEN,Maharashtra,Uttamrao Deorao Patil,Indian National Congress,"10,07,605","6,48,805",64.4 %,"15,226",2.3%,AC View
